winner,opponent_1,opponent_2,community_cards,winner_card_type
"Qs,Qc","Ad,Ac","3c,Kh","5h,Qh,8h,Qd,5s",Four of a Kind
"8c,8d","5d,Ad","9d,Jc","Ac,8h,8s,Jh,7d",Four of a Kind
"Qd,Ad","6d,6h","4h,Jh","Qs,Qh,Qc,5d,8h",Four of a Kind
"Js,Jh","Ah,Ad","2d,Qd","3c,3h,Jd,8c,Jc",Four of a Kind
"Jc,Js","7d,Ac","6s,Ks","Jd,3c,As,Jh,Kc",Four of a Kind
"Kd,Kh","Tc,Ac","9d,Jd","Kc,As,Ks,Jh,2c",Four of a Kind
"Ah,Ad","Th,Td","Qs,Ks","2d,2s,3d,As,Ac",Four of a Kind
"Kd,Kh","7c,Ad","6d,6c","Kc,3c,Ah,Ks,2c",Four of a Kind
"5h,5d","Kd,Kh","4s,Ah","5s,Tc,7d,6c,5c",Four of a Kind
"Ah,As","Td,Kd","8c,8h","Qd,3d,Ad,Qc,Ac",Four of a Kind
"Th,Td","9h,9d","8c,Qd","Tc,3d,7h,Ts,7s",Four of a Kind
"8d,Ad","5h,5d","6s,Ac","8c,8s,4h,7d,8h",Four of a Kind
"Kd,Kh","4s,As","Jh,Ah","Kc,Ad,7s,Ks,Td",Four of a Kind
"Js,Jh","Kc,Ks","9s,Qd","As,Ad,Jc,Jd,7d",Four of a Kind
"8c,8s","Tc,Ac","9s,Qs","5s,Th,9h,8h,8d",Four of a Kind
"7h,7c","Js,Ad","6c,Kd","Ah,7d,Kc,9d,7s",Four of a Kind
"Qs,Kh","7h,7c","8c,Qc","Kd,Kc,Ks,8s,5h",Four of a Kind
"Qs,Qc","8c,8h","Th,Kh","5h,4s,Qh,Qd,5d",Four of a Kind
"4d,Ad","Jd,Jc","6d,6h","9d,Qd,4h,4c,4s",Four of a Kind
"Js,Jc","Qd,Ad","7d,8d","Jd,9d,Qs,Jh,9c",Four of a Kind
"Ks,As","9s,9d","Jh,Kd","4d,Ad,Ac,Ah,Kc",Four of a Kind
"7s,7c","Jh,Qh","6s,Ts","4c,Qd,7h,7d,Td",Four of a Kind
"Js,Jc","Td,Tc","5s,Ah","2s,8c,Jh,Jd,2h",Four of a Kind
"8c,8s","Tc,Ac","7h,Jc","4d,Td,8h,9s,8d",Four of a Kind
"5h,5d","Qd,Qc","3s,As","9c,5s,4c,5c,6d",Four of a Kind
"Tc,Ac","8c,8s","6h,Jh","Ah,Kc,Ad,As,6s",Four of a Kind
"9s,9d","7s,7c","Jd,Kd","4d,9h,5h,9c,5d",Four of a Kind
"7s,7c","Qd,Qc","2s,Ah","4c,Ts,7d,7h,Kh",Four of a Kind
"Ts,Td","As,Ad","9h,Ah","Tc,3d,Th,Qh,3h",Four of a Kind
"6h,6s","Ts,As","5h,Ac","Ad,8d,6d,6c,Js",Four of a Kind
"8h,Ah","Qd,Qc","2c,Kh","Kd,Qh,Ac,Ad,As",Four of a Kind
"8h,Ah","6d,6h","2d,Kd","8c,8s,8d,3c,Qc",Four of a Kind
"6c,6h","Js,Ah","9c,Tc","Ks,Ad,6s,6d,2s",Four of a Kind
"8h,8s","Qd,Qs","5s,Ts","9d,5d,5c,8c,8d",Four of a Kind
"6d,6h","Qh,Kh","Th,Jh","6s,Kd,5d,4d,6c",Four of a Kind
"8c,8s","Qd,Qc","9s,Kd","Jh,4s,8d,4h,8h",Four of a Kind
"Js,Jh","5c,Ac","Td,Kd","Ks,Ad,Jd,Jc,8h",Four of a Kind
"Th,Kc","7c,7s","7h,9h","Kd,4c,Js,Kh,Ks",Four of a Kind
"9d,9s","Jh,Qh","Th,Kh","9h,Jc,3s,3h,9c",Four of a Kind
"9s,9d","Qd,Qc","4h,Jh","9c,7s,Ts,Tc,9h",Four of a Kind
"7d,Ad","7c,7s","9d,Kd","Ah,As,Ac,Th,6h",Four of a Kind
"Th,Td","Qh,Qc","3c,Ks","Tc,2h,4s,2d,Ts",Four of a Kind
"Ad,Ac","8c,8h","3c,Kh","As,4s,4c,Ah,7h",Four of a Kind
"Kd,Kc","As,Ah","8d,Ad","6s,6c,Js,Ks,Kh",Four of a Kind
"Kd,Kh","9s,9d","6s,Ts","Ks,Kc,6d,4h,6c",Four of a Kind
"7s,7d","9d,Kd","5d,Td","7h,Ks,5h,5s,7c",Four of a Kind
"4s,As","6d,6h","7h,Qc","4d,3d,4h,9s,4c",Four of a Kind
"Js,Jc","8h,Ah","7h,Kc","Jh,8c,2c,Ac,Jd",Four of a Kind
"Jh,Qh","7s,7c","5h,Qd","Jc,6s,Jd,Js,Th",Four of a Kind
"Td,Tc","9h,Ad","4c,Qd","Ts,Ac,Jh,Th,2s",Four of a Kind
"6h,6s","Jd,Jc","9c,Kc","2h,7h,6d,6c,Kd",Four of a Kind
"Jc,Js","Th,Td","3h,Ac","Ks,Jh,6h,Jd,8s",Four of a Kind
"7c,7s","8d,Ad","8h,Tc","2c,8s,7d,7h,2s",Four of a Kind
"5s,5d","Js,Jh","4h,Ah","9d,5c,5h,2h,Qd",Four of a Kind
"5c,5h","Ts,As","8s,9c","Ad,5d,Qh,5s,2d",Four of a Kind
"8h,Kh","7s,7c","7d,Td","2c,8c,8d,8s,9c",Four of a Kind
"9h,9d","Ts,Ah","8d,Kd","2h,9s,Th,9c,Ks",Four of a Kind
"7h,7c","Qs,Qc","Th,Jh","7s,2c,9h,7d,Ad",Four of a Kind
"Kd,Kc","8c,8h","5s,Qs","2s,Ks,Tc,7c,Kh",Four of a Kind
"Jh,Qh","6h,6s","4d,Qs","Tc,Kh,5h,Th,9h",Straight Flush
"6h,6c","Jc,Js","8h,Qh","6d,Qs,2c,9h,6s",Four of a Kind
"Qs,Qd","Th,Td","3c,3h","3d,Qh,Qc,As,6c",Four of a Kind
"Jd,Jc","Kd,Kc","Kh,Ah","2s,5h,Jh,Js,Ac",Four of a Kind
"Ah,As","9s,9d","8h,Ks","Ac,Td,2s,8s,Ad",Four of a Kind
"6d,6h","Js,Jc","7d,Qd","3h,Ad,7c,6c,6s",Four of a Kind
"Th,Td","9h,9d","Ks,Ad","7d,8s,Ts,8c,Tc",Four of a Kind
"6h,6s","9d,9s","2h,Kh","As,6d,3h,7c,6c",Four of a Kind
"Th,Qh","Js,Kc","3s,As","Jh,Kh,Td,6c,9h",Straight Flush
"7s,7c","3s,As","8d,Kd","Ad,7h,7d,4d,6c",Four of a Kind
"5s,5d","Qs,Qd","Qc,Ac","Kc,5c,5h,2d,6s",Four of a Kind
"Td,Tc","8c,8s","9h,Jd","6c,Ts,As,Th,5c",Four of a Kind
"9s,9d","7s,7c","6s,Ts","4h,9c,5c,Qd,9h",Four of a Kind
"7c,7s","3d,Ad","5c,Jc","2d,7d,Qh,Ah,7h",Four of a Kind
"Qd,Qc","Js,Jc","9h,Jd","Qs,8s,Qh,Ac,7c",Four of a Kind
"Ah,As","7s,7c","9s,Qs","4h,Ac,6d,Jc,Ad",Four of a Kind
"6c,6h","Th,Kc","Td,Kd","5s,6s,Tc,7s,6d",Four of a Kind
"7s,7c","Qh,Kh","Jd,Ac","Td,7h,Qc,9d,7d",Four of a Kind
"Js,Jh","Kc,Ks","9d,Qd","Tc,Jc,As,Jd,5d",Four of a Kind
"9d,9s","7h,Ah","4c,Kc","9h,Jd,7d,3c,9c",Four of a Kind
"Js,Jc","8c,8s","Tc,Ac","3c,6c,Jd,Jh,Td",Four of a Kind
"9s,9d","Js,Jc","4c,Qd","9h,4h,9c,Ad,8s",Four of a Kind
"8c,8h","9d,9s","4d,Qd","8s,Jh,7d,8d,3h",Four of a Kind
"Th,Td","7c,7s","9d,Ad","Tc,Ts,6h,5s,Kc",Four of a Kind
"7h,7c","Kd,Kc","Jh,Ah","8s,7s,7d,Ac,4h",Four of a Kind
"Ah,As","8c,8s","7h,Kc","6d,Tc,Ad,4h,Ac",Four of a Kind
"8c,8s","7s,7c","Jh,Kd","8d,8h,6h,2s,Qc",Four of a Kind
"Jd,Kd","9c,Ac","6d,Td","Tc,9s,Js,Jh,Jc",Four of a Kind
"9s,9d","Qd,Qc","2s,Ah","9c,8c,9h,7s,8s",Four of a Kind
"Ah,As","7s,7c","2s,Js","Jh,3c,4d,Ac,Ad",Four of a Kind
"Kc,Ks","4s,As","2d,Ad","Ac,5h,Kd,Kh,Jh",Four of a Kind
"Jc,Js","Qc,Ac","6h,Ah","9c,Ad,Jd,Jh,Kd",Four of a Kind
"Td,Tc","Kd,Kh","2c,Ac","Ad,Ts,Qd,Th,9c",Four of a Kind
"Ah,As","9s,9d","7h,Kc","3h,Ad,Ac,3d,5d",Four of a Kind
"Js,Jc","8c,8s","6s,As","Jh,9c,Jd,2d,4s",Four of a Kind
"Qd,Qc","Kd,Kh","8h,Ts","Qs,Qh,Ac,Jc,9s",Four of a Kind
"5h,5d","Ah,As","4h,Kd","5c,6h,6d,7d,5s",Four of a Kind
"9h,9d","6c,6h","4d,Kd","2c,3h,9s,9c,3c",Four of a Kind
"Kd,Kh","5h,5d","5s,Js","3d,Kc,3h,Ks,2s",Four of a Kind
"6d,6h","9s,9d","4h,4d","3c,6c,Qh,5s,6s",Four of a Kind
"6h,6s","4s,As","4d,Qs","9s,6d,Ad,Td,6c",Four of a Kind
"7h,7d","9s,Ks","8h,Jh","7s,3s,9h,7c,Qc",Four of a Kind
"Jh,Qh","5s,As","Td,Kd","4c,Th,Ah,Kh,Tc",Royal Flush
"Ah,As","Qd,Qc","Js,Qs","6h,Ad,Ac,8d,Ks",Four of a Kind
"Ah,As","7s,7c","Qh,Kh","Ac,4d,6h,Ad,Jh",Four of a Kind
"9h,9d","Th,Td","7c,Jc","Ad,9s,8d,6s,9c",Four of a Kind
"Qd,Qs","6c,Ac","7s,Js","Kh,Qc,Ah,Qh,5d",Four of a Kind
"7h,7c","9d,9s","8c,Td","8s,Kc,2d,7s,7d",Four of a Kind
"Js,Jc","Kd,Kh","Qs,As","3c,Jh,Ah,Jd,2d",Four of a Kind
"7c,7s","Th,Td","9s,Js","8h,6d,7d,6c,7h",Four of a Kind
"9h,9d","Ts,Td","5s,Ks","9s,4s,9c,Kh,3d",Four of a Kind
"Kd,Kh","Js,Jc","6h,Jh","9c,Qh,Kc,Ks,3c",Four of a Kind
"Jd,Jc","6c,Ac","6s,As","Js,4h,6h,Jh,4d",Four of a Kind
"Js,Jh","7c,As","6c,Ac","Jc,6h,7h,Jd,Kd",Four of a Kind
"9s,9d","8c,8s","6d,6c","9h,2h,9c,4d,Ts",Four of a Kind
"Th,Td","6h,6c","7h,Qs","3d,Tc,5s,Ts,Qc",Four of a Kind
"5c,5h","Qs,Qc","4s,Js","Kc,5s,8c,9d,5d",Four of a Kind
"8h,8s","9h,9d","7s,As","5c,4s,8d,8c,Ks",Four of a Kind
"9h,9d","Qs,Ah","6c,Qh","9s,Qd,5d,9c,Kd",Four of a Kind
"Qd,Qs","6d,6c","8h,8c","4s,3h,Qc,Kd,Qh",Four of a Kind
"5s,5d","9h,9d","4c,Qh","4s,Td,5h,5c,8s",Four of a Kind
"Qh,Qc","Th,Td","7s,As","3h,Qs,Ac,Qd,5h",Four of a Kind
"8c,8s","6d,6h","9c,Ac","3d,Kh,8d,8h,2s",Four of a Kind
"8c,8s","5s,As","4h,Jh","9c,7c,Ac,8d,8h",Four of a Kind
"7h,7c","Jd,Kd","Th,Kc","Qs,Jc,4h,7d,7s",Four of a Kind
"8s,8c","9h,9d","7s,Jd","7d,Ac,8h,8d,6s",Four of a Kind
"As,Ad","Ts,Td","2s,2d","Qs,Ah,3h,4c,Ac",Four of a Kind
"Jh,Qh","5h,5d","4h,4d","Th,5c,2h,8h,9h",Straight Flush
"8s,8c","Js,Jh","4h,4c","8d,2d,Ac,3d,8h",Four of a Kind
"7s,7d","6h,6c","8c,Tc","4d,7c,5s,7h,9s",Four of a Kind
"Td,Tc","Js,Ac","6c,Kd","Ts,Jc,Ah,Th,Qc",Four of a Kind
"9s,9d","Qd,Qc","3c,Jc","Ah,9c,9h,4h,6c",Four of a Kind
"Ks,Kh","Jd,Jc","8s,As","Kd,2d,Qd,5h,Kc",Four of a Kind
"5s,As","Qc,Kh","8h,Ts","Qd,5c,5d,5h,Ac",Four of a Kind
"7c,7s","9h,9d","3h,Qd","6h,Qs,7d,4d,7h",Four of a Kind
"Kd,Kc","7h,7c","8s,9c","5h,Kh,Ks,4h,Td",Four of a Kind
"Th,Td","As,Ah","8s,Jd","Tc,Ts,8d,Qs,9c",Four of a Kind
"Kd,Kh","8c,8s","6h,Jh","Kc,Ah,Ks,6s,2s",Four of a Kind
"7s,7c","8c,8s","Tc,Ac","7d,Qh,3s,6s,7h",Four of a Kind
"Td,Tc","4s,As","6d,Qd","8h,Qs,Ts,Ah,Th",Four of a Kind
"8h,8s","Ks,Kh","5d,Qh","9s,Jd,8d,7c,8c",Four of a Kind
"Td,Tc","7d,Ad","3d,Qc","Ts,7s,6c,Th,Kc",Four of a Kind
"Ks,Kh","7d,7c","4s,As","2d,Kc,Kd,3h,9d",Four of a Kind
"6h,6c","8d,Ad","3c,Ks","9d,4h,8c,6d,6s",Four of a Kind
"Td,Tc","Ks,As","9c,Ac","Kh,9s,Ts,Th,Qc",Four of a Kind
"7c,7s","Js,Jh","Qh,Kc","7h,7d,8d,Th,Kd",Four of a Kind
"8c,8s","9s,9d","6s,Ad","Jd,8d,6d,8h,2h",Four of a Kind
"6d,6h","Td,Tc","7h,Jc","4s,3h,6c,7c,6s",Four of a Kind
"9h,9d","Qs,Qd","5c,5s","9s,8h,Ad,9c,8s",Four of a Kind
"8s,8c","7c,7s","Td,Ks","9d,4s,8h,8d,5d",Four of a Kind
"7h,7c","Ts,Qs","8c,Tc","3s,Qc,7d,7s,Ah",Four of a Kind
"Qh,Kh","Qd,Qc","8d,9d","3c,Th,Ah,Jh,Tc",Royal Flush
"9h,9c","Kd,Kc","2h,Ah","7c,5h,9d,9s,6h",Four of a Kind
"6d,6h","Js,Jc","4c,Qd","6s,3s,5d,2c,6c",Four of a Kind
"Qd,Qc","8c,8s","Jd,Kd","Qs,Qh,3s,5h,9s",Four of a Kind
"Ah,Ad","Qs,Qd","8d,Jd","3h,3s,3d,9d,3c",Four of a Kind
"Jh,Qh","Js,Jc","4c,Qd","Kh,9h,2d,Th,7c",Straight Flush
"Qd,Qc","Tc,Ac","6h,Kh","Kc,Ks,Qh,Qs,4s",Four of a Kind
"9h,9d","8h,8s","7s,7c","5c,9s,9c,Jc,4d",Four of a Kind
"6h,6s","9d,9s","9h,Ts","4s,5h,6d,6c,Td",Four of a Kind
"Jd,Jc","3h,Ah","4c,Ac","3c,5h,Js,2d,Jh",Four of a Kind
"5h,5d","7d,Ad","Qc,Kh","5s,2d,7s,Ks,5c",Four of a Kind
"9h,9c","6h,6c","6s,Ks","9s,5h,9d,8d,3d",Four of a Kind
"7s,7c","9s,9d","4s,Qs","7d,7h,2d,Ah,4d",Four of a Kind
"Kd,Kh","7c,Ad","8s,Ts","Ks,8d,7s,Kc,8h",Four of a Kind
"5h,5d","Td,Tc","Qc,Kh","5c,7c,8c,4d,5s",Four of a Kind
"9s,9d","Js,Jc","6d,Qd","7h,9h,9c,Ac,5c",Four of a Kind
"5c,5h","9d,9s","8d,Jh","5s,5d,6c,2c,Qc",Four of a Kind
"Ah,Ad","Th,Td","4c,Qh","Kh,Ac,6s,As,6h",Four of a Kind
"Kc,Ks","9h,9d","7c,Ac","5s,Kd,As,5h,Kh",Four of a Kind
"5h,5d","7s,7c","7h,Ad","5c,2s,2h,Kc,5s",Four of a Kind
"8c,8s","Tc,Ac","3c,Jc","Td,8d,8h,4d,Qh",Four of a Kind
"6d,6h","9s,9d","7c,Jc","6c,6s,7s,5s,Kd",Four of a Kind
"Js,Jc","9d,Kd","4s,Qs","Kh,Th,Jh,Jd,Qc",Four of a Kind
"Th,Td","Jh,Qh","Js,Qs","6h,Jd,Ks,Ts,Tc",Four of a Kind
"Td,Th","Js,Ad","3h,Kh","Ts,Ks,7s,Kd,Tc",Four of a Kind
"9d,Ad","Ks,As","5h,Qd","9s,Js,9c,9h,2h",Four of a Kind
"6d,6h","8c,8s","4h,4d","6c,5d,6s,9s,5h",Four of a Kind
"7s,7c","Kd,Kh","5h,Ah","5d,3c,7d,7h,6d",Four of a Kind
"9h,9d","Ts,Qs","8c,Ac","4s,Qh,9s,9c,Kc",Four of a Kind
"9h,9d","Qc,Ac","4c,Qs","Td,9s,Qh,8c,9c",Four of a Kind
"5s,5d","7d,Ad","6d,Jd","5c,Ah,2c,5h,3d",Four of a Kind
"7c,7s","Qs,Qd","8c,Tc","7h,7d,Kd,9d,6s",Four of a Kind
"Ah,Ad","9h,9d","5h,Qh","4s,Ac,As,2c,Ks",Four of a Kind
"7s,7d","Js,Kh","9h,Jh","Ad,7h,Kd,7c,6d",Four of a Kind
"Qc,Ac","5h,5s","9d,Kc","As,Ah,Ad,Jh,7h",Four of a Kind
"5h,5d","9s,9d","7h,Jc","5c,Ad,8s,5s,Jd",Four of a Kind
"Td,Th","5d,Ad","6s,Jc","Ac,Tc,Ks,Qd,Ts",Four of a Kind
"8c,8h","Td,Th","9c,Qs","As,8d,8s,3c,4s",Four of a Kind
"Td,Tc","Kd,Ac","3c,Jc","Qs,Ts,Th,Qd,3d",Four of a Kind
"7s,7c","8c,8s","9d,Jd","7d,4c,7h,Js,Th",Four of a Kind
"Ah,As","7s,7c","8d,Kd","Jh,Ac,2c,Ad,2s",Four of a Kind
"Td,Th","4s,As","7s,Ks","3d,4c,Ts,Kc,Tc",Four of a Kind
"7s,7d","Qc,Kh","9d,Jc","Kc,7c,7h,Ad,Tc",Four of a Kind
"6d,6h","Td,Tc","5h,Th","Qc,4d,4c,6c,6s",Four of a Kind
"6d,6h","Td,Tc","5d,Kh","3s,6s,6c,5c,7c",Four of a Kind
"Qc,Ah","8h,8s","6h,Ks","Qh,Ad,Ac,As,Jc",Four of a Kind
"5c,5h","8c,8h","5s,Qs","7s,7c,3c,6c,4c",Straight Flush
"Ks,As","Qd,Ad","3h,3c","Kc,Kd,Kh,5c,Jh",Four of a Kind
"Td,Tc","Qh,Ac","Js,Qs","4h,Ts,Th,7h,7d",Four of a Kind
"5h,5d","Jh,Qh","Jd,Kd","Ts,5c,Qs,5s,Ah",Four of a Kind
"Th,Kc","Qd,Ad","3h,Jh","Kh,Ks,Kd,2s,5c",Four of a Kind
"Jh,Ah","Qc,Kh","8s,Js","As,Ac,2s,Ad,Th",Four of a Kind
"9h,9d","Jd,Jc","7s,Ac","6s,9s,Kc,6c,9c",Four of a Kind
"Ah,Ad","Ts,Qs","2h,2s","Ac,Qc,Td,As,Jd",Four of a Kind
"6d,6h","8c,8s","7h,Tc","6c,Th,6s,4d,Qs",Four of a Kind
"5h,5d","8c,8s","2c,2h","Ac,5s,Js,7d,5c",Four of a Kind
"8c,8d","Qd,Ad","7s,Kh","3d,8s,8h,4d,4c",Four of a Kind
"5s,5d","Th,Td","6d,Jd","Ah,5c,5h,Qc,6h",Four of a Kind
"Qs,Kh","Js,Ad","9d,Qd","4d,Kc,Ks,Kd,6c",Four of a Kind
"Th,Td","5s,5d","7s,Jd","Ts,Tc,4h,As,7d",Four of a Kind
"Jd,Ad","Qs,Ks","6h,Kh","5s,6c,As,Ac,Ah",Four of a Kind
"6d,6h","7s,7c","9h,Jd","Qh,Tc,6s,Qc,6c",Four of a Kind
"6d,6h","9d,Kd","8h,Ks","9c,6s,7s,Jc,6c",Four of a Kind
"Js,Jc","9s,9d","6s,Ad","7d,Jd,Jh,As,Th",Four of a Kind
"8s,8c","Th,Td","Tc,Qs","8h,Jh,Qd,8d,4h",Four of a Kind
"As,Ah","9h,9c","4d,Jd","Ac,6c,Ad,Qh,Tc",Four of a Kind
"Th,Td","Js,Jh","6h,Jd","9s,Tc,Ts,Ac,Ks",Four of a Kind
"Qd,Qc","7c,Ad","Th,Jd","7h,Qs,Qh,8s,Jc",Four of a Kind
"Qs,Ks","Jc,Kd","3s,As","Js,9s,Ts,9h,Ac",Straight Flush
"9d,9s","8c,8h","5c,Tc","6h,Kc,9c,Qc,9h",Four of a Kind
"5s,5d","9h,9d","7s,Kd","5c,3d,5h,Ah,Ks",Four of a Kind
"5c,Ac","Ks,As","Th,Ah","3d,5h,5s,5d,7s",Four of a Kind
"6c,6h","8s,8c","5h,Qh","6d,As,6s,2d,Tc",Four of a Kind
"7s,7c","Js,Jc","4h,Jh","4s,7d,Ah,7h,Kc",Four of a Kind
"Th,Kc","Qd,Ad","8d,Jd","9d,Ts,Td,Tc,2s",Four of a Kind
"Qh,Kh","8c,As","5s,Js","Qs,Ah,Th,6c,Jh",Royal Flush
"3s,As","Qd,Ad","9h,Jd","3c,3h,3d,6c,5d",Four of a Kind
"5h,5d","7d,Ad","8c,Tc","4d,6s,6d,5c,5s",Four of a Kind
"Qd,Qc","7s,7c","8c,8h","As,Qs,3s,Qh,Kh",Four of a Kind
"7s,7c","9s,9d","8c,Jh","7h,2d,Th,7d,Qd",Four of a Kind
"6d,6h","3s,As","Js,Qh","Kc,3h,6s,6c,8c",Four of a Kind
"Jd,Jc","5c,5h","8c,Td","Jh,Js,4d,Qc,8d",Four of a Kind
"4h,Ah","9d,9h","3c,Kc","Ac,As,9s,9c,Ad",Four of a Kind
"Jd,Kd","5s,5h","6c,6h","2s,Jc,Jh,Js,Kc",Four Of A Kind
"4s,Js","8c,8h","Ks,Kc","4h,6h,4d,Ah,4c",Four Of A Kind
"6c,6d","Qc,Kd","Ah,Ad","6s,Ks,Jc,8s,6h",Four Of A Kind
"8c,Ac","Tc,Th","Qs,Ks","As,7c,Ah,Ad,6h",Four Of A Kind
"8d,9d","Ks,Kc","6h,Ah","8c,6c,8h,Qs,8s",Four Of A Kind
"9d,Kd","Kc,Ah","Js,Qs","4h,Qd,Td,Jd,6s",Straight Flush
"9c,Ac","Ks,Kc","Qh,Qc","9h,4d,9d,2s,9s",Four Of A Kind
"2s,2h","Jh,Ah","7c,Ac","Ad,Ks,2d,Qc,2c",Four Of A Kind
"3h,Qh","Ks,Kc","7d,7h","6s,Qs,Qc,Qd,5s",Four Of A Kind
"9d,Tc","Ks,Kc","Qh,Ah","9c,9h,8s,9s,5h",Four Of A Kind
"4s,4c","6c,6h","8c,8h","4d,4h,8s,2h,Qd",Four Of A Kind
"8c,Qc","3s,As","Js,Jc","Ac,8h,8d,8s,Tc",Four Of A Kind
"8d,8c","Qh,Qc","6c,6h","8h,8s,6d,3s,2d",Four Of A Kind
"8d,8c","7d,7h","Tc,Th","5d,8s,8h,5c,2c",Four Of A Kind
"Qs,Kd","Ah,Ad","8c,8h","6h,Kh,Kc,Td,Ks",Four Of A Kind
"2s,2h","Jh,Kh","Td,Kd","7s,6s,Ks,2d,2c",Four Of A Kind
"Jd,Kd","Kh,Ah","Qh,Qc","7s,Jh,Js,Ks,Jc",Four Of A Kind
"7d,Td","Tc,Th","9c,Ac","6d,5c,9d,6s,8d",Straight Flush
"8d,8c","9c,9s","Qh,Qc","8s,8h,Qs,Ks,6s",Four Of A Kind
"5s,5d","Qh,Ah","7d,7h","5h,3h,5c,Td,Th",Four Of A Kind
"8c,Qc","5h,Ah","7s,Ad","Qd,Qh,As,Qs,2c",Four Of A Kind
"Tc,Kc","Js,Jc","6c,6h","3s,Ts,Td,7d,Th",Four Of A Kind
"8d,8c","3s,As","5s,5h","8h,8s,4s,5d,Js",Four Of A Kind
"7s,Js","Qh,Qc","Ks,Kc","Jc,5h,5d,Jd,Jh",Four Of A Kind
"9c,Ah","Td,Kd","Js,Jc","Ac,5s,Th,As,Ad",Four Of A Kind
"2s,2h","9c,Ah","Jd,Ks","Kd,As,7s,2d,2c",Four Of A Kind
"5h,Jh","8c,8h","6h,Ah","4s,Jc,6d,Jd,Js",Four Of A Kind
"Qc,Ac","5s,5h","8c,8h","Qh,Qs,Qd,Td,Ah",Four Of A Kind
"9c,Ah","Ks,Kc","6c,6h","9s,9h,9d,Tc,Qd",Four Of A Kind
"7s,8s","Js,Jc","9c,9s","8c,Qd,8d,3s,8h",Four Of A Kind
"4s,4c","Tc,Th","Qh,Qc","8d,4h,4d,7c,9s",Four Of A Kind
"5s,5d","Qh,Qc","Js,Ac","Tc,Jc,5c,9c,5h",Four Of A Kind
"6c,6d","7c,Ac","9c,9s","Qs,Ah,6s,2c,6h",Four Of A Kind
"4s,4c","Ah,Ad","9c,9s","2h,4h,4d,Qh,5d",Four Of A Kind
"3c,Qs","8h,Ad","Ks,Kc","3d,8c,5h,3s,3h",Four Of A Kind
"9d,Jd","8c,8h","Js,Ac","7h,Ah,Td,8d,Qd",Straight Flush
"5s,5d","Tc,Th","Jd,Ks","5h,As,Js,3d,5c",Four Of A Kind
"8s,Js","Ks,Kc","9c,9s","3h,Jc,2h,Jd,Jh",Four Of A Kind
"9d,Kd","Td,Kc","8c,8h","5s,Tc,9h,9c,9s",Four Of A Kind
"3s,As","Qs,Ks","9c,9s","Qc,3c,3h,3d,4c",Four Of A Kind
"7d,Kh","Ts,As","Js,Jc","8d,Th,7c,7h,7s",Four Of A Kind
"6h,Qc","9c,9s","Ks,Kc","Ac,6s,6d,6c,8s",Four Of A Kind
"3h,Qh","9c,9s","7c,Ac","7d,3s,3d,2d,3c",Four Of A Kind
"5h,Ks","Th,Qh","Td,Kd","Kc,Qd,5d,5c,5s",Four Of A Kind
"8d,9d","Qh,Ah","4c,Ac","As,3c,8h,8s,8c",Four Of A Kind
"7d,Kh","Ah,Ad","Js,Jc","4h,Kd,Kc,9s,Ks",Four Of A Kind
"3s,As","Tc,Th","Js,Jc","2d,3h,Ts,3c,3d",Four Of A Kind
"3d,As","8c,8h","Qh,Qc","Ah,Ad,7h,Ac,Td",Four Of A Kind
"4d,Kd","Tc,Th","Js,Jc","4h,8d,Ts,4c,4s",Four Of A Kind
"7d,9d","7c,Ac","Qh,Qc","9h,4c,3c,9s,9c",Four Of A Kind
"6c,6d","Tc,Th","Qh,Qc","6h,9c,4s,6s,As",Four Of A Kind
"2s,2h","7d,7h","Js,Jc","2c,2d,7c,9c,Kd",Four Of A Kind
"2s,2h","6h,Ah","8c,8h","As,Tc,Ac,2d,2c",Four Of A Kind
"6c,6d","Ah,Ad","Js,Ac","Ts,Jd,6s,6h,5s",Four Of A Kind
"8d,Ks","Ah,Ad","9c,9s","8c,5d,8s,3d,8h",Four Of A Kind
"Td,Jh","5s,5h","Kc,Ah","Ts,Th,Tc,3s,Jc",Four Of A Kind
"2s,2h","6h,Ah","Td,As","5s,2d,Ac,9s,2c",Four Of A Kind
"6c,Tc","7c,Ac","Kh,Ah","Th,7h,Ts,Td,4h",Four Of A Kind
"6c,6d","Th,Qh","7d,7h","6s,Ts,6h,3h,3d",Four Of A Kind
"2s,2h","Js,Jc","Ks,Kc","2d,8d,5c,Ah,2c",Four Of A Kind
"2s,2h","Ah,Ad","Tc,Th","4d,2d,2c,9s,Td",Four Of A Kind
"4c,Qh","6c,6h","Ks,Kc","Qs,Qc,Qd,Ac,5c",Four Of A Kind
"2d,Ad","Ks,Kc","Tc,Th","2c,2s,3h,2h,Qs",Four Of A Kind
"2s,2h","4c,Ac","Td,Kc","2d,Kh,4s,As,2c",Four Of A Kind
"7d,Td","Jc,Jd","Js,As","9d,Jh,6d,8d,5h",Straight Flush
"Qh,Ah","Js,As","Kc,Kd","Qs,Qd,Qc,6h,9s",Four Of A Kind
"3h,Ah","Qh,As","7d,7s","Ts,3c,3d,3s,4d",Four Of A Kind
"6c,6h","Jc,Kh","Js,Ks","Kc,6s,6d,Qs,Kd",Four Of A Kind
"4c,Jc","8s,8d","Kd,As","Js,Jd,7c,Jh,5s",Four Of A Kind
"3c,3d","8s,8d","9d,9h","Jd,5s,3s,3h,6h",Four Of A Kind
